"Time","Voltage","Excitation_Voltage","Ratio","Force (lbs)"
227.9188,0.00395,14.94598,-3.358990813464712e-06,1.705276468728845
227.9188,0.00395,14.95132,-3.453382646340011e-06,1.753196865175658
227.9188,0.00395,14.94675,-3.372605782359626e-06,1.712188451335616
227.9587,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
227.9588,0.00395,14.93912,-3.237631866677805e-06,1.643665536244048
227.9588,0.00395,14.9437,-3.318668131958272e-06,1.684805641701469
227.9588,0.00396,14.93759,-2.541097693445837e-06,1.290052382401329
227.9987,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
227.9988,0.00395,14.95132,-3.453382646340011e-06,1.753196865175658
227.9988,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
227.9988,0.00396,14.94141,-2.608875331567401e-06,1.324461411128474
228.0387,0.00396,14.95743,-2.892738558481136e-06,1.468571743092772
228.0388,0.00395,14.94522,-3.345551286632097e-06,1.698453553713228
228.0388,0.00395,14.95056,-3.439952718135549e-06,1.746378823145896
228.0388,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
228.0787,0.00395,14.94903,-3.412912010489319e-06,1.732650925390997
228.0789,0.00395,14.95361,-3.493840886821791e-06,1.773736512138428
228.0789,0.00395,14.94141,-3.278156209342612e-06,1.664238741648477
228.079,0.00395,14.94598,-3.358990813464712e-06,1.705276468728845
228.1187,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
228.1188,0.00395,14.94522,-3.345551286632097e-06,1.698453553713228
228.1188,0.00395,14.95285,-3.480415071732831e-06,1.766920558235567
228.1188,0.00395,14.94293,-3.305047604739428e-06,1.677890837271261
228.1587,0.00395,14.9437,-3.318668131958272e-06,1.684805641701469
228.1588,0.00396,14.95056,-2.771081451775003e-06,1.406809442199304
228.1588,0.00395,14.94522,-3.345551286632097e-06,1.698453553713228
228.1588,0.00395,14.94141,-3.278156209342612e-06,1.664238741648477
228.1987,0.00395,14.94141,-3.278156209342612e-06,1.664238741648477
228.1988,0.00394,14.94141,-3.947437087117932e-06,2.004016072168535
228.1988,0.00395,14.94446,-3.332110392866114e-06,1.691629944739385
228.1988,0.00395,14.93912,-3.237631866677805e-06,1.643665536244048
228.2387,0.00396,14.9559,-2.865654291570475e-06,1.45482173137783
228.2388,0.00395,14.94675,-3.372605782359626e-06,1.712188451335616
228.2388,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
228.2388,0.00396,14.94064,-2.595216135893672e-06,1.317526975681136
228.2787,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
228.2788,0.00395,14.95285,-3.480415071732831e-06,1.766920558235567
228.2788,0.00395,14.94217,-3.291602590926315e-06,1.6710651366515
228.2788,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
228.3187,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
228.3188,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
228.3188,0.00396,14.95056,-2.771081451775003e-06,1.406809442199304
228.3188,0.00395,14.94751,-3.386042557971874e-06,1.719009969624772
228.3587,0.00396,14.94141,-2.608875331567401e-06,1.324461411128474
228.3588,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
228.3588,0.00395,14.94675,-3.372605782359626e-06,1.712188451335616
228.3588,0.00395,14.95285,-3.480415071732831e-06,1.766920558235567
228.3987,0.00395,14.95361,-3.493840886821791e-06,1.773736512138428
228.3988,0.00395,14.94293,-3.305047604739428e-06,1.677890837271261
228.3988,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
228.3988,0.00395,14.94522,-3.345551286632097e-06,1.698453553713228
228.4387,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
228.4388,0.00396,14.95361,-2.825106046204723e-06,1.434236391163953
228.4388,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
228.4388,0.00395,14.9437,-3.318668131958272e-06,1.684805641701469
228.4787,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
228.4788,0.00396,14.95514,-2.852198608710552e-06,1.447990614347166
228.4788,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
228.4788,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
228.5187,0.00396,14.95514,-2.852198608710552e-06,1.447990614347166
228.5188,0.00396,14.95514,-2.852198608710552e-06,1.447990614347166
228.5188,0.00395,14.95209,-3.466987891801929e-06,1.760103911436246
228.5188,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
228.5587,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
228.5588,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
228.5589,0.00396,14.93912,-2.568248395630013e-06,1.303836121659723
228.5589,0.00396,14.95667,-2.879285628322058e-06,1.461742023540171
228.5987,0.00395,14.94522,-3.345551286632097e-06,1.698453553713228
228.5988,0.00395,14.94675,-3.372605782359626e-06,1.712188451335616
228.5988,0.00396,14.95285,-2.811646241710451e-06,1.42740318168158
228.5988,0.00396,14.94903,-2.743972286641048e-06,1.393046790272866
228.6387,0.00395,14.95438,-3.507441965687876e-06,1.780641443121474
228.6388,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
228.6388,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
228.6388,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
228.6788,0.00396,14.94064,-2.595216135893672e-06,1.317526975681136
228.6789,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
228.6789,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
228.679,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
228.7187,0.00396,14.95438,-2.838741558181901e-06,1.441158802984951
228.7188,0.00395,14.95361,-3.493840886821791e-06,1.773736512138428
228.7188,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
228.7188,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
228.7586,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
228.7587,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
228.7587,0.00396,14.95056,-2.771081451775003e-06,1.406809442199304
228.7587,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
228.7987,0.00397,14.94827,-2.061530499110548e-06,1.046587991728957
228.7988,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
228.7988,0.00396,14.95667,-2.879285628322058e-06,1.461742023540171
228.7988,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
228.8387,0.00396,14.94064,-2.595216135893672e-06,1.317526975681136
228.8388,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
228.8388,0.00396,14.94446,-2.662966107960568e-06,1.351921959037326
228.8388,0.00396,14.94903,-2.743972286641048e-06,1.393046790272866
228.8787,0.00396,14.94903,-2.743972286641048e-06,1.393046790272866
228.8788,0.00395,14.95895,-3.588136435594491e-06,1.821608027530308
228.8788,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
228.8788,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
228.9187,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
228.9188,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
228.9188,0.00396,14.94141,-2.608875331567401e-06,1.324461411128474
228.9188,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
228.9587,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
228.9588,0.00396,14.95361,-2.825106046204723e-06,1.434236391163953
228.9589,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
228.9589,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
228.9987,0.00396,14.94446,-2.662966107960568e-06,1.351921959037326
228.9988,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
228.9988,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
228.9988,0.00396,14.93912,-2.568248395630013e-06,1.303836121659723
229.0387,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
229.0387,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
229.0387,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
229.0387,0.00396,14.95438,-2.838741558181901e-06,1.441158802984951
229.0787,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
229.0788,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
229.0788,0.00396,14.93835,-2.554585011923496e-06,1.296899560051833
229.0788,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.1187,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
229.1188,0.00397,14.93912,-1.898864924582166e-06,0.9640067070753714
229.1188,0.00396,14.95895,-2.919640317885727e-06,1.482229100265695
229.1188,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
229.1587,0.00395,14.94598,-3.358990813464712e-06,1.705276468728845
229.1588,0.00397,14.95438,-2.170041150675926e-06,1.101676162848428
229.1588,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
229.1588,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
229.1987,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
229.1988,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
229.1988,0.00396,14.95895,-2.919640317885727e-06,1.482229100265695
229.1988,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.2387,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
229.2388,0.00396,14.95514,-2.852198608710552e-06,1.447990614347166
229.2388,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
229.2388,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
229.2787,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.2788,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
229.2788,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
229.2788,0.00396,14.93835,-2.554585011923496e-06,1.296899560051833
229.3187,0.00396,14.95438,-2.838741558181901e-06,1.441158802984951
229.3188,0.00395,14.94522,-3.345551286632097e-06,1.698453553713228
229.3188,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
229.3188,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.3587,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
229.3588,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
229.3588,0.00396,14.93683,-2.527609002473286e-06,1.283204507969151
229.3588,0.00395,14.93835,-3.224002986465481e-06,1.636746491205866
229.3987,0.00396,14.95361,-2.825106046204723e-06,1.434236391163953
229.3988,0.00396,14.94446,-2.662966107960568e-06,1.351921959037326
229.3988,0.00396,14.9559,-2.865654291570475e-06,1.45482173137783
229.3988,0.00397,14.94598,-2.020838347049046e-06,1.02592959364872
229.4387,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
229.4388,0.00396,14.94903,-2.743972286641048e-06,1.393046790272866
229.4388,0.00396,14.94141,-2.608875331567401e-06,1.324461411128474
229.4388,0.00396,14.95743,-2.892738558481136e-06,1.468571743092772
229.4787,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
229.4788,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
229.4788,0.00396,14.95667,-2.879285628322058e-06,1.461742023540171
229.4788,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
229.5187,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
229.5188,0.00395,14.9498,-3.426521424461989e-06,1.739560087901282
229.5188,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.5188,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
229.5587,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
229.5588,0.00397,14.95056,-2.102210185414457e-06,1.067240061252712
229.5588,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
229.5588,0.00396,14.93912,-2.568248395630013e-06,1.303836121659723
229.5987,0.00396,14.9559,-2.865654291570475e-06,1.45482173137783
229.5988,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
229.5988,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.5988,0.00396,14.93912,-2.568248395630013e-06,1.303836121659723
229.6387,0.00396,14.95819,-2.906190121599564e-06,1.475400768632683
229.6388,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
229.6388,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
229.6388,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
229.6787,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
229.6788,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
229.6789,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
229.6789,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
229.7187,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
229.7188,0.00397,14.95056,-2.102210185414457e-06,1.067240061252712
229.7188,0.00396,14.94446,-2.662966107960568e-06,1.351921959037326
229.7188,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
229.7587,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
229.7588,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.7588,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.7588,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
229.7987,0.00395,14.95514,-3.520865033765721e-06,1.787456002434807
229.7988,0.00397,14.95209,-2.129382246036059e-06,1.081034643660961
229.7988,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
229.7988,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
229.8387,0.00396,14.94446,-2.662966107960568e-06,1.351921959037326
229.8388,0.00396,14.95285,-2.811646241710451e-06,1.42740318168158
229.8389,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
229.8389,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
229.8787,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
229.8788,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
229.8788,0.00397,14.95743,-2.224174507036477e-06,1.129158327552458
229.8788,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
229.9187,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
229.9187,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
229.9187,0.00397,14.94446,-1.993821823055022e-06,1.012213973335267
229.9187,0.00395,14.95438,-3.507441965687876e-06,1.780641443121474
229.9587,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
229.9588,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
229.9588,0.00397,14.93988,-1.912383532555234e-06,0.9708697696279792
229.9588,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
229.9987,0.00396,14.96048,-2.946713541993377e-06,1.495973505822963
229.9988,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
229.9988,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
229.9988,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
230.0387,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
230.0388,0.00397,14.95056,-2.102210185414457e-06,1.067240061252712
230.0388,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
230.0388,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
230.0787,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
230.0788,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
230.0788,0.00397,14.95132,-2.115708113255386e-06,1.074092625014264
230.0788,0.00397,14.94217,-1.953108918320611e-06,0.9915450396368209
230.1186,0.00396,14.93835,-2.554585011923496e-06,1.296899560051833
230.1187,0.00396,14.94446,-2.662966107960568e-06,1.351921959037326
230.1188,0.00397,14.93835,-1.885167037381458e-06,0.9570526288977728
230.1188,0.00396,14.95285,-2.811646241710451e-06,1.42740318168158
230.1587,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
230.1588,0.00396,14.94446,-2.662966107960568e-06,1.351921959037326
230.1588,0.00397,14.95132,-2.115708113255386e-06,1.074092625014264
230.1588,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
230.1986,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
230.1986,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
230.1987,0.00396,14.93835,-2.554585011923496e-06,1.296899560051833
230.1987,0.00397,14.94598,-2.020838347049046e-06,1.02592959364872
230.2387,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
230.2388,0.00397,14.95514,-2.183532183655382e-06,1.108525226259525
230.2388,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
230.2388,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
230.2787,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
230.2788,0.00397,14.94217,-1.953108918320611e-06,0.9915450396368209
230.2788,0.00397,14.95056,-2.102210185414457e-06,1.067240061252712
230.2788,0.00396,14.93912,-2.568248395630013e-06,1.303836121659723
230.3187,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
230.3187,0.00396,14.93835,-2.554585011923496e-06,1.296899560051833
230.3187,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
230.3188,0.00397,14.95438,-2.170041150675926e-06,1.101676162848428
230.3587,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
230.3588,0.00396,14.95361,-2.825106046204723e-06,1.434236391163953
230.3588,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
230.3588,0.00395,14.9353,-3.170004653333259e-06,1.609332874451738
230.3987,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
230.3988,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
230.3988,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
230.3988,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
230.4387,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
230.4388,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
230.4388,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
230.4388,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
230.4787,0.00397,14.95056,-2.102210185414457e-06,1.067240061252712
230.4788,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
230.4788,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
230.4788,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
230.5187,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
230.5188,0.00396,14.95514,-2.852198608710552e-06,1.447990614347166
230.5189,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
230.5189,0.00397,14.94217,-1.953108918320611e-06,0.9915450396368209
230.5587,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
230.5588,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
230.5588,0.00396,14.95285,-2.811646241710451e-06,1.42740318168158
230.5588,0.00397,14.94064,-1.925900765200066e-06,0.9777321339604941
230.5987,0.00396,14.94141,-2.608875331567401e-06,1.324461411128474
230.5988,0.00397,14.95285,-2.142877411688126e-06,1.087885805127619
230.5988,0.00396,14.95285,-2.811646241710451e-06,1.42740318168158
230.5988,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
230.6387,0.00396,14.95285,-2.811646241710451e-06,1.42740318168158
230.6388,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
230.6388,0.00397,14.9437,-1.980311500066631e-06,1.005355116864247
230.6388,0.00397,14.94675,-2.034522252495306e-06,1.032876573635768
230.6787,0.00396,14.95438,-2.838741558181901e-06,1.441158802984951
230.6788,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
230.6788,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
230.6788,0.00397,14.94598,-2.020838347049046e-06,1.02592959364872
230.7188,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
230.719,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
230.719,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
230.7191,0.00397,14.93988,-1.912383532555234e-06,0.9708697696279792
230.7587,0.00396,14.94903,-2.743972286641048e-06,1.393046790272866
230.7588,0.00397,14.94217,-1.953108918320611e-06,0.9915450396368209
230.7588,0.00396,14.95667,-2.879285628322058e-06,1.461742023540171
230.7588,0.00397,14.93988,-1.912383532555234e-06,0.9708697696279792
230.7986,0.00396,14.95438,-2.838741558181901e-06,1.441158802984951
230.7987,0.00396,14.95209,-2.798185068918994e-06,1.420569277548603
230.7987,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
230.7987,0.00397,14.95667,-2.21068760483152e-06,1.122311361233298
230.8387,0.00397,14.93988,-1.912383532555234e-06,0.9708697696279792
230.8388,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
230.8388,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
230.8388,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
230.8787,0.00396,14.9498,-2.757616154826312e-06,1.399973444333813
230.8788,0.00396,14.94827,-2.730504233194799e-06,1.386209393001814
230.8788,0.00396,14.94293,-2.635834806446211e-06,1.338148069018645
230.8788,0.00397,14.94217,-1.953108918320611e-06,0.9915450396368209
230.9187,0.00397,14.94598,-2.020838347049046e-06,1.02592959364872
230.9188,0.00397,14.95667,-2.21068760483152e-06,1.122311361233298
230.9188,0.00397,14.93301,-1.790132431654288e-06,0.9088059125888628
230.9188,0.00397,14.93759,-1.8716456600188e-06,0.9501881603946393
230.9587,0.00397,14.95819,-2.237660038748686e-06,1.136004598106382
230.9588,0.00397,14.94141,-1.93959445379219e-06,0.9846840806084707
230.9588,0.00397,14.94675,-2.034522252495306e-06,1.032876573635768
230.9588,0.00396,14.94598,-2.689914580256852e-06,1.365603031188769
230.9987,0.00397,14.94827,-2.061530499110548e-06,1.046587991728957
230.9988,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
230.9988,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
230.9988,0.00397,14.95972,-2.2648043875483e-06,1.149785111908742
231.0387,0.00397,14.9437,-1.980311500066631e-06,1.005355116864247
231.0388,0.00397,14.93759,-1.8716456600188e-06,0.9501881603946393
231.0388,0.00397,14.94827,-2.061530499110548e-06,1.046587991728957
231.0389,0.00396,14.94141,-2.608875331567401e-06,1.324461411128474
231.0787,0.00397,14.95209,-2.129382246036059e-06,1.081034643660961
231.0788,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
231.0788,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
231.0788,0.00397,14.93912,-1.898864924582166e-06,0.9640067070753714
231.1187,0.00397,14.94675,-2.034522252495306e-06,1.032876573635768
231.1188,0.00396,14.95895,-2.919640317885727e-06,1.482229100265695
231.1188,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
231.1188,0.00397,14.94598,-2.020838347049046e-06,1.02592959364872
231.1587,0.00397,14.95132,-2.115708113255386e-06,1.074092625014264
231.1588,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
231.1588,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
231.1588,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
231.1986,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
231.1987,0.00397,14.94217,-1.953108918320611e-06,0.9915450396368209
231.1987,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
231.1987,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
231.2387,0.00397,14.94141,-1.93959445379219e-06,0.9846840806084707
231.2388,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
231.2388,0.00397,14.95285,-2.142877411688126e-06,1.087885805127619
231.2388,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
231.2787,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
231.2788,0.00396,14.94141,-2.608875331567401e-06,1.324461411128474
231.2788,0.00397,14.94675,-2.034522252495306e-06,1.032876573635768
231.2788,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
231.3187,0.00396,14.95132,-2.784545379797671e-06,1.413644745094947
231.3188,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
231.3188,0.00397,14.9437,-1.980311500066631e-06,1.005355116864247
231.3188,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
231.3587,0.00396,14.94751,-2.717034810193202e-06,1.379371300441422
231.3588,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
231.3588,0.00396,14.93988,-2.581732951693785e-06,1.310681896901094
231.3588,0.00397,14.9437,-1.980311500066631e-06,1.005355116864247
231.3987,0.00397,14.94064,-1.925900765200066e-06,0.9777321339604941
231.3989,0.00397,14.95361,-2.156371205587655e-06,1.094736270189478
231.3989,0.00397,14.95285,-2.142877411688126e-06,1.087885805127619
231.3989,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
231.4387,0.00396,14.94675,-2.703564017427439e-06,1.372532512485678
231.4388,0.00397,14.94903,-2.075032562792777e-06,1.053442655154736
231.4388,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
231.4388,0.00397,14.94827,-2.061530499110548e-06,1.046587991728957
231.4787,0.00397,14.93912,-1.898864924582166e-06,0.9640067070753714
231.4788,0.00398,14.94141,-1.270313576016871e-06,0.6449067500884126
231.4788,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
231.4788,0.00397,14.95514,-2.183532183655382e-06,1.108525226259525
231.5187,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
231.5188,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
231.5188,0.00397,14.95132,-2.115708113255386e-06,1.074092625014264
231.5188,0.00397,14.94827,-2.061530499110548e-06,1.046587991728957
231.5587,0.00397,14.9559,-2.197021845512384e-06,1.1153735935857
231.5588,0.00397,14.94141,-1.93959445379219e-06,0.9846840806084707
231.5588,0.00397,14.95514,-2.183532183655382e-06,1.108525226259525
231.5588,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
231.5987,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
231.5988,0.00396,14.95438,-2.838741558181901e-06,1.441158802984951
231.5988,0.00397,14.94827,-2.061530499110548e-06,1.046587991728957
231.5988,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
231.6387,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
231.6388,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
231.6388,0.00397,14.95667,-2.21068760483152e-06,1.122311361233298
231.6388,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
231.6787,0.00396,14.94446,-2.662966107960568e-06,1.351921959037326
231.6788,0.00398,14.95361,-1.487636364970533e-06,0.7552361492149751
231.6788,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
231.6788,0.00397,14.95056,-2.102210185414457e-06,1.067240061252712
231.7187,0.00397,14.94827,-2.061530499110548e-06,1.046587991728957
231.7188,0.00397,14.9498,-2.088710885190582e-06,1.060386800766317
231.7188,0.00397,14.95056,-2.102210185414457e-06,1.067240061252712
231.7188,0.00397,14.9437,-1.980311500066631e-06,1.005355116864247
231.7587,0.00397,14.96353,-2.332375016099789e-06,1.184089047002634
231.7587,0.00396,14.9437,-2.649489816012479e-06,1.345080379282872
231.7588,0.00397,14.95056,-2.102210185414457e-06,1.067240061252712
231.7588,0.00397,14.94217,-1.953108918320611e-06,0.9915450396368209
231.7987,0.00397,14.95132,-2.115708113255386e-06,1.074092625014264
231.7988,0.00397,14.95819,-2.237660038748686e-06,1.136004598106382
231.7988,0.00397,14.9437,-1.980311500066631e-06,1.005355116864247
231.7988,0.00396,14.94217,-2.62235575462349e-06,1.331305088144174
231.8387,0.00397,14.94751,-2.048027062414475e-06,1.039732631258045
231.8387,0.00396,14.94522,-2.676441029305699e-06,1.358762842970593
231.8388,0.00397,14.95895,-2.251144200176962e-06,1.142850173001082
231.8388,0.00397,14.94293,-1.966622008152993e-06,0.9984053007660295
231.8787,0.00397,14.94827,-2.061530499110548e-06,1.046587991728957
231.8788,0.00397,14.94522,-2.007330771979302e-06,1.019072132227959
231.8788,0.00397,14.93912,-1.898864924582166e-06,0.9640067070753714
